year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2016,Alabama,AL,Autauga,1001,President,Hillary Clinton,democrat,5936,24973,20190722
2016,Alabama,AL,Autauga,1001,President,Donald Trump,republican,18172,24973,20190722
2016,Alabama,AL,Autauga,1001,President,Other,NA,865,24973,20190722
2016,Alabama,AL,Baldwin,1003,President,Hillary Clinton,democrat,18458,95215,20190722
2016,Alabama,AL,Baldwin,1003,President,Donald Trump,republican,72883,95215,20190722
2016,Alabama,AL,Baldwin,1003,President,Other,NA,3874,95215,20190722
2016,Alabama,AL,Barbour,1005,President,Hillary Clinton,democrat,4871,10469,20190722
2016,Alabama,AL,Barbour,1005,President,Donald Trump,republican,5454,10469,20190722
2016,Alabama,AL,Barbour,1005,President,Other,NA,144,10469,20190722
2016,Alabama,AL,Bibb,1007,President,Hillary Clinton,democrat,1874,8819,20190722
2016,Alabama,AL,Bibb,1007,President,Donald Trump,republican,6738,8819,20190722
2016,Alabama,AL,Bibb,1007,President,Other,NA,207,8819,20190722
2016,Alabama,AL,Blount,1009,President,Hillary Clinton,democrat,2156,25588,20190722
2016,Alabama,AL,Blount,1009,President,Donald Trump,republican,22859,25588,20190722
2016,Alabama,AL,Blount,1009,President,Other,NA,573,25588,20190722
2016,Alabama,AL,Bullock,1011,President,Hillary Clinton,democrat,3530,4710,20190722
2016,Alabama,AL,Bullock,1011,President,Donald Trump,republican,1140,4710,20190722
2016,Alabama,AL,Bullock,1011,President,Other,NA,40,4710,20190722
2016,Alabama,AL,Butler,1013,President,Hillary Clinton,democrat,3726,8732,20190722
2016,Alabama,AL,Butler,1013,President,Donald Trump,republican,4901,8732,20190722
2016,Alabama,AL,Butler,1013,President,Other,NA,105,8732,20190722
2016,Alabama,AL,Calhoun,1015,President,Hillary Clinton,democrat,13242,47864,20190722
2016,Alabama,AL,Calhoun,1015,President,Donald Trump,republican,32865,47864,20190722
2016,Alabama,AL,Calhoun,1015,President,Other,NA,1757,47864,20190722
2016,Alabama,AL,Chambers,1017,President,Hillary Clinton,democrat,5784,13900,20190722
2016,Alabama,AL,Chambers,1017,President,Donald Trump,republican,7843,13900,20190722
2016,Alabama,AL,Chambers,1017,President,Other,NA,273,13900,20190722
2016,Alabama,AL,Cherokee,1019,President,Hillary Clinton,democrat,1547,10733,20190722
2016,Alabama,AL,Cherokee,1019,President,Donald Trump,republican,8953,10733,20190722
2016,Alabama,AL,Cherokee,1019,President,Other,NA,233,10733,20190722
2016,Alabama,AL,Chilton,1021,President,Hillary Clinton,democrat,2911,18369,20190722
2016,Alabama,AL,Chilton,1021,President,Donald Trump,republican,15081,18369,20190722
2016,Alabama,AL,Chilton,1021,President,Other,NA,377,18369,20190722
2016,Alabama,AL,Choctaw,1023,President,Hillary Clinton,democrat,3109,7292,20190722
2016,Alabama,AL,Choctaw,1023,President,Donald Trump,republican,4106,7292,20190722
2016,Alabama,AL,Choctaw,1023,President,Other,NA,77,7292,20190722
2016,Alabama,AL,Clarke,1025,President,Hillary Clinton,democrat,5749,13031,20190722
2016,Alabama,AL,Clarke,1025,President,Donald Trump,republican,7140,13031,20190722
2016,Alabama,AL,Clarke,1025,President,Other,NA,142,13031,20190722
2016,Alabama,AL,Clay,1027,President,Hillary Clinton,democrat,1237,6624,20190722
2016,Alabama,AL,Clay,1027,President,Donald Trump,republican,5245,6624,20190722
2016,Alabama,AL,Clay,1027,President,Other,NA,142,6624,20190722
2016,Alabama,AL,Cleburne,1029,President,Hillary Clinton,democrat,684,6593,20190722
2016,Alabama,AL,Cleburne,1029,President,Donald Trump,republican,5764,6593,20190722
2016,Alabama,AL,Cleburne,1029,President,Other,NA,145,6593,20190722
2016,Alabama,AL,Coffee,1031,President,Hillary Clinton,democrat,4221,20767,20190722
2016,Alabama,AL,Coffee,1031,President,Donald Trump,republican,15875,20767,20190722
2016,Alabama,AL,Coffee,1031,President,Other,NA,671,20767,20190722
2016,Alabama,AL,Colbert,1033,President,Hillary Clinton,democrat,7312,24915,20190722
2016,Alabama,AL,Colbert,1033,President,Donald Trump,republican,16746,24915,20190722
2016,Alabama,AL,Colbert,1033,President,Other,NA,857,24915,20190722
2016,Alabama,AL,Conecuh,1035,President,Hillary Clinton,democrat,3080,6585,20190722
2016,Alabama,AL,Conecuh,1035,President,Donald Trump,republican,3420,6585,20190722
2016,Alabama,AL,Conecuh,1035,President,Other,NA,85,6585,20190722
2016,Alabama,AL,Coosa,1037,President,Hillary Clinton,democrat,1782,5252,20190722
2016,Alabama,AL,Coosa,1037,President,Donald Trump,republican,3381,5252,20190722
2016,Alabama,AL,Coosa,1037,President,Other,NA,89,5252,20190722
2016,Alabama,AL,Covington,1039,President,Hillary Clinton,democrat,2387,15940,20190722
2016,Alabama,AL,Covington,1039,President,Donald Trump,republican,13267,15940,20190722
2016,Alabama,AL,Covington,1039,President,Other,NA,286,15940,20190722
2016,Alabama,AL,Crenshaw,1041,President,Hillary Clinton,democrat,1664,6267,20190722
2016,Alabama,AL,Crenshaw,1041,President,Donald Trump,republican,4513,6267,20190722
2016,Alabama,AL,Crenshaw,1041,President,Other,NA,90,6267,20190722
2016,Alabama,AL,Cullman,1043,President,Hillary Clinton,democrat,3798,37873,20190722
2016,Alabama,AL,Cullman,1043,President,Donald Trump,republican,32989,37873,20190722
2016,Alabama,AL,Cullman,1043,President,Other,NA,1086,37873,20190722
2016,Alabama,AL,Dale,1045,President,Hillary Clinton,democrat,4413,18749,20190722
2016,Alabama,AL,Dale,1045,President,Donald Trump,republican,13808,18749,20190722
2016,Alabama,AL,Dale,1045,President,Other,NA,528,18749,20190722
2016,Alabama,AL,Dallas,1047,President,Hillary Clinton,democrat,12836,18792,20190722
2016,Alabama,AL,Dallas,1047,President,Donald Trump,republican,5789,18792,20190722
2016,Alabama,AL,Dallas,1047,President,Other,NA,167,18792,20190722
2016,Alabama,AL,DeKalb,1049,President,Hillary Clinton,democrat,3622,25826,20190722
2016,Alabama,AL,DeKalb,1049,President,Donald Trump,republican,21405,25826,20190722
2016,Alabama,AL,DeKalb,1049,President,Other,NA,799,25826,20190722
2016,Alabama,AL,Elmore,1051,President,Hillary Clinton,democrat,8443,37260,20190722
2016,Alabama,AL,Elmore,1051,President,Donald Trump,republican,27634,37260,20190722
2016,Alabama,AL,Elmore,1051,President,Other,NA,1183,37260,20190722
2016,Alabama,AL,Escambia,1053,President,Hillary Clinton,democrat,4605,14845,20190722
2016,Alabama,AL,Escambia,1053,President,Donald Trump,republican,9935,14845,20190722
2016,Alabama,AL,Escambia,1053,President,Other,NA,305,14845,20190722
2016,Alabama,AL,Etowah,1055,President,Hillary Clinton,democrat,10442,44164,20190722
2016,Alabama,AL,Etowah,1055,President,Donald Trump,republican,32353,44164,20190722
2016,Alabama,AL,Etowah,1055,President,Other,NA,1369,44164,20190722
2016,Alabama,AL,Fayette,1057,President,Hillary Clinton,democrat,1362,8249,20190722
2016,Alabama,AL,Fayette,1057,President,Donald Trump,republican,6712,8249,20190722
2016,Alabama,AL,Fayette,1057,President,Other,NA,175,8249,20190722
2016,Alabama,AL,Franklin,1059,President,Hillary Clinton,democrat,2197,12040,20190722
2016,Alabama,AL,Franklin,1059,President,Donald Trump,republican,9466,12040,20190722
2016,Alabama,AL,Franklin,1059,President,Other,NA,377,12040,20190722
2016,Alabama,AL,Geneva,1061,President,Hillary Clinton,democrat,1525,11758,20190722
2016,Alabama,AL,Geneva,1061,President,Donald Trump,republican,9994,11758,20190722
2016,Alabama,AL,Geneva,1061,President,Other,NA,239,11758,20190722
2016,Alabama,AL,Greene,1063,President,Hillary Clinton,democrat,4013,4880,20190722
2016,Alabama,AL,Greene,1063,President,Donald Trump,republican,838,4880,20190722
2016,Alabama,AL,Greene,1063,President,Other,NA,29,4880,20190722
2016,Alabama,AL,Hale,1065,President,Hillary Clinton,democrat,4775,8040,20190722
2016,Alabama,AL,Hale,1065,President,Donald Trump,republican,3173,8040,20190722
2016,Alabama,AL,Hale,1065,President,Other,NA,92,8040,20190722
2016,Alabama,AL,Henry,1067,President,Hillary Clinton,democrat,2292,8072,20190722
2016,Alabama,AL,Henry,1067,President,Donald Trump,republican,5632,8072,20190722
2016,Alabama,AL,Henry,1067,President,Other,NA,148,8072,20190722
2016,Alabama,AL,Houston,1069,President,Hillary Clinton,democrat,10664,42639,20190722
2016,Alabama,AL,Houston,1069,President,Donald Trump,republican,30728,42639,20190722
2016,Alabama,AL,Houston,1069,President,Other,NA,1247,42639,20190722
2016,Alabama,AL,Jackson,1071,President,Hillary Clinton,democrat,3673,20984,20190722
2016,Alabama,AL,Jackson,1071,President,Donald Trump,republican,16672,20984,20190722
2016,Alabama,AL,Jackson,1071,President,Other,NA,639,20984,20190722
2016,Alabama,AL,Jefferson,1073,President,Hillary Clinton,democrat,156873,304191,20190722
2016,Alabama,AL,Jefferson,1073,President,Donald Trump,republican,134768,304191,20190722
2016,Alabama,AL,Jefferson,1073,President,Other,NA,12550,304191,20190722
2016,Alabama,AL,Lamar,1075,President,Hillary Clinton,democrat,1036,6966,20190722
2016,Alabama,AL,Lamar,1075,President,Donald Trump,republican,5823,6966,20190722
2016,Alabama,AL,Lamar,1075,President,Other,NA,107,6966,20190722
2016,Alabama,AL,Lauderdale,1077,President,Hillary Clinton,democrat,9952,39525,20190722
2016,Alabama,AL,Lauderdale,1077,President,Donald Trump,republican,27899,39525,20190722
2016,Alabama,AL,Lauderdale,1077,President,Other,NA,1674,39525,20190722
2016,Alabama,AL,Lawrence,1079,President,Hillary Clinton,democrat,3627,14829,20190722
2016,Alabama,AL,Lawrence,1079,President,Donald Trump,republican,10833,14829,20190722
2016,Alabama,AL,Lawrence,1079,President,Other,NA,369,14829,20190722
2016,Alabama,AL,Lee,1081,President,Hillary Clinton,democrat,21230,59191,20190722
2016,Alabama,AL,Lee,1081,President,Donald Trump,republican,34617,59191,20190722
2016,Alabama,AL,Lee,1081,President,Other,NA,3344,59191,20190722
2016,Alabama,AL,Limestone,1083,President,Hillary Clinton,democrat,9468,40294,20190722
2016,Alabama,AL,Limestone,1083,President,Donald Trump,republican,29067,40294,20190722
2016,Alabama,AL,Limestone,1083,President,Other,NA,1759,40294,20190722
2016,Alabama,AL,Lowndes,1085,President,Hillary Clinton,democrat,4883,6684,20190722
2016,Alabama,AL,Lowndes,1085,President,Donald Trump,republican,1751,6684,20190722
2016,Alabama,AL,Lowndes,1085,President,Other,NA,50,6684,20190722
2016,Alabama,AL,Macon,1087,President,Hillary Clinton,democrat,7566,9140,20190722
2016,Alabama,AL,Macon,1087,President,Donald Trump,republican,1431,9140,20190722
2016,Alabama,AL,Macon,1087,President,Other,NA,143,9140,20190722
2016,Alabama,AL,Madison,1089,President,Hillary Clinton,democrat,62822,163389,20190722
2016,Alabama,AL,Madison,1089,President,Donald Trump,republican,89520,163389,20190722
2016,Alabama,AL,Madison,1089,President,Other,NA,11047,163389,20190722
2016,Alabama,AL,Marengo,1091,President,Hillary Clinton,democrat,5615,10994,20190722
2016,Alabama,AL,Marengo,1091,President,Donald Trump,republican,5233,10994,20190722
2016,Alabama,AL,Marengo,1091,President,Other,NA,146,10994,20190722
2016,Alabama,AL,Marion,1093,President,Hillary Clinton,democrat,1432,12984,20190722
2016,Alabama,AL,Marion,1093,President,Donald Trump,republican,11274,12984,20190722
2016,Alabama,AL,Marion,1093,President,Other,NA,278,12984,20190722
2016,Alabama,AL,Marshall,1095,President,Hillary Clinton,democrat,4917,35316,20190722
2016,Alabama,AL,Marshall,1095,President,Donald Trump,republican,29233,35316,20190722
2016,Alabama,AL,Marshall,1095,President,Other,NA,1166,35316,20190722
2016,Alabama,AL,Mobile,1097,President,Hillary Clinton,democrat,72186,172737,20190722
2016,Alabama,AL,Mobile,1097,President,Donald Trump,republican,95116,172737,20190722
2016,Alabama,AL,Mobile,1097,President,Other,NA,5435,172737,20190722
2016,Alabama,AL,Monroe,1099,President,Hillary Clinton,democrat,4332,10271,20190722
2016,Alabama,AL,Monroe,1099,President,Donald Trump,republican,5795,10271,20190722
2016,Alabama,AL,Monroe,1099,President,Other,NA,144,10271,20190722
2016,Alabama,AL,Montgomery,1101,President,Hillary Clinton,democrat,58916,95878,20190722
2016,Alabama,AL,Montgomery,1101,President,Donald Trump,republican,34003,95878,20190722
2016,Alabama,AL,Montgomery,1101,President,Other,NA,2959,95878,20190722
2016,Alabama,AL,Morgan,1103,President,Hillary Clinton,democrat,11254,50644,20190722
2016,Alabama,AL,Morgan,1103,President,Donald Trump,republican,37486,50644,20190722
2016,Alabama,AL,Morgan,1103,President,Other,NA,1904,50644,20190722
2016,Alabama,AL,Perry,1105,President,Hillary Clinton,democrat,3824,5278,20190722
2016,Alabama,AL,Perry,1105,President,Donald Trump,republican,1407,5278,20190722
2016,Alabama,AL,Perry,1105,President,Other,NA,47,5278,20190722
2016,Alabama,AL,Pickens,1107,President,Hillary Clinton,democrat,3972,9542,20190722
2016,Alabama,AL,Pickens,1107,President,Donald Trump,republican,5456,9542,20190722
2016,Alabama,AL,Pickens,1107,President,Other,NA,114,9542,20190722
2016,Alabama,AL,Pike,1109,President,Hillary Clinton,democrat,5056,13168,20190722
2016,Alabama,AL,Pike,1109,President,Donald Trump,republican,7693,13168,20190722
2016,Alabama,AL,Pike,1109,President,Other,NA,419,13168,20190722
2016,Alabama,AL,Randolph,1111,President,Hillary Clinton,democrat,2291,10187,20190722
2016,Alabama,AL,Randolph,1111,President,Donald Trump,republican,7705,10187,20190722
2016,Alabama,AL,Randolph,1111,President,Other,NA,191,10187,20190722
2016,Alabama,AL,Russell,1113,President,Hillary Clinton,democrat,9579,19256,20190722
2016,Alabama,AL,Russell,1113,President,Donald Trump,republican,9210,19256,20190722
2016,Alabama,AL,Russell,1113,President,Other,NA,467,19256,20190722
2016,Alabama,AL,St. Clair,1115,President,Hillary Clinton,democrat,5589,38400,20190722
2016,Alabama,AL,St. Clair,1115,President,Donald Trump,republican,31651,38400,20190722
2016,Alabama,AL,St. Clair,1115,President,Other,NA,1160,38400,20190722
2016,Alabama,AL,Shelby,1117,President,Hillary Clinton,democrat,22977,101254,20190722
2016,Alabama,AL,Shelby,1117,President,Donald Trump,republican,73020,101254,20190722
2016,Alabama,AL,Shelby,1117,President,Other,NA,5257,101254,20190722
2016,Alabama,AL,Sumter,1119,President,Hillary Clinton,democrat,4746,6411,20190722
2016,Alabama,AL,Sumter,1119,President,Donald Trump,republican,1581,6411,20190722
2016,Alabama,AL,Sumter,1119,President,Other,NA,84,6411,20190722
2016,Alabama,AL,Talladega,1121,President,Hillary Clinton,democrat,12121,33407,20190722
2016,Alabama,AL,Talladega,1121,President,Donald Trump,republican,20614,33407,20190722
2016,Alabama,AL,Talladega,1121,President,Other,NA,672,33407,20190722
2016,Alabama,AL,Tallapoosa,1123,President,Hillary Clinton,democrat,5519,19486,20190722
2016,Alabama,AL,Tallapoosa,1123,President,Donald Trump,republican,13594,19486,20190722
2016,Alabama,AL,Tallapoosa,1123,President,Other,NA,373,19486,20190722
2016,Alabama,AL,Tuscaloosa,1125,President,Hillary Clinton,democrat,31762,82700,20190722
2016,Alabama,AL,Tuscaloosa,1125,President,Donald Trump,republican,47723,82700,20190722
2016,Alabama,AL,Tuscaloosa,1125,President,Other,NA,3215,82700,20190722
2016,Alabama,AL,Walker,1127,President,Hillary Clinton,democrat,4497,29472,20190722
2016,Alabama,AL,Walker,1127,President,Donald Trump,republican,24266,29472,20190722
2016,Alabama,AL,Walker,1127,President,Other,NA,709,29472,20190722
2016,Alabama,AL,Washington,1129,President,Hillary Clinton,democrat,2374,8533,20190722
2016,Alabama,AL,Washington,1129,President,Donald Trump,republican,6042,8533,20190722
2016,Alabama,AL,Washington,1129,President,Other,NA,117,8533,20190722
2016,Alabama,AL,Wilcox,1131,President,Hillary Clinton,democrat,4339,6118,20190722
2016,Alabama,AL,Wilcox,1131,President,Donald Trump,republican,1737,6118,20190722
2016,Alabama,AL,Wilcox,1131,President,Other,NA,42,6118,20190722
2016,Alabama,AL,Winston,1133,President,Hillary Clinton,democrat,872,10313,20190722
2016,Alabama,AL,Winston,1133,President,Donald Trump,republican,9228,10313,20190722
2016,Alabama,AL,Winston,1133,President,Other,NA,213,10313,20190722
2016,Alaska,AK,District 1,2701,President,Hillary Clinton,democrat,2573,6638,20190722
2016,Alaska,AK,District 1,2701,President,Donald Trump,republican,3180,6638,20190722
2016,Alaska,AK,District 1,2701,President,Other,NA,885,6638,20190722
2016,Alaska,AK,District 2,2702,President,Hillary Clinton,democrat,1585,5492,20190722
2016,Alaska,AK,District 2,2702,President,Donald Trump,republican,3188,5492,20190722
2016,Alaska,AK,District 2,2702,President,Other,NA,719,5492,20190722
2016,Alaska,AK,District 3,2703,President,Hillary Clinton,democrat,1241,7613,20190722
2016,Alaska,AK,District 3,2703,President,Donald Trump,republican,5403,7613,20190722
2016,Alaska,AK,District 3,2703,President,Other,NA,969,7613,20190722
2016,Alaska,AK,District 4,2704,President,Hillary Clinton,democrat,4162,9521,20190722
2016,Alaska,AK,District 4,2704,President,Donald Trump,republican,4070,9521,20190722
2016,Alaska,AK,District 4,2704,President,Other,NA,1289,9521,20190722
2016,Alaska,AK,District 5,2705,President,Hillary Clinton,democrat,3187,7906,20190722
2016,Alaska,AK,District 5,2705,President,Donald Trump,republican,3683,7906,20190722
2016,Alaska,AK,District 5,2705,President,Other,NA,1036,7906,20190722
2016,Alaska,AK,District 6,2706,President,Hillary Clinton,democrat,2536,8460,20190722
2016,Alaska,AK,District 6,2706,President,Donald Trump,republican,4929,8460,20190722
2016,Alaska,AK,District 6,2706,President,Other,NA,995,8460,20190722
2016,Alaska,AK,District 7,2707,President,Hillary Clinton,democrat,1510,8294,20190722
2016,Alaska,AK,District 7,2707,President,Donald Trump,republican,5935,8294,20190722
2016,Alaska,AK,District 7,2707,President,Other,NA,849,8294,20190722
2016,Alaska,AK,District 8,2708,President,Hillary Clinton,democrat,1218,8073,20190722
2016,Alaska,AK,District 8,2708,President,Donald Trump,republican,6126,8073,20190722
2016,Alaska,AK,District 8,2708,President,Other,NA,729,8073,20190722
2016,Alaska,AK,District 9,2709,President,Hillary Clinton,democrat,1843,8954,20190722
2016,Alaska,AK,District 9,2709,President,Donald Trump,republican,6100,8954,20190722
2016,Alaska,AK,District 9,2709,President,Other,NA,1011,8954,20190722
2016,Alaska,AK,District 10,2710,President,Hillary Clinton,democrat,1808,9040,20190722
2016,Alaska,AK,District 10,2710,President,Donald Trump,republican,6255,9040,20190722
2016,Alaska,AK,District 10,2710,President,Other,NA,977,9040,20190722
2016,Alaska,AK,District 11,2711,President,Hillary Clinton,democrat,2142,9689,20190722
2016,Alaska,AK,District 11,2711,President,Donald Trump,republican,6444,9689,20190722
2016,Alaska,AK,District 11,2711,President,Other,NA,1103,9689,20190722
2016,Alaska,AK,District 12,2712,President,Hillary Clinton,democrat,1928,9543,20190722
2016,Alaska,AK,District 12,2712,President,Donald Trump,republican,6629,9543,20190722
2016,Alaska,AK,District 12,2712,President,Other,NA,986,9543,20190722
2016,Alaska,AK,District 13,2713,President,Hillary Clinton,democrat,1684,6533,20190722
2016,Alaska,AK,District 13,2713,President,Donald Trump,republican,4028,6533,20190722
2016,Alaska,AK,District 13,2713,President,Other,NA,821,6533,20190722
2016,Alaska,AK,District 14,2714,President,Hillary Clinton,democrat,3043,10420,20190722
2016,Alaska,AK,District 14,2714,President,Donald Trump,republican,5978,10420,20190722
2016,Alaska,AK,District 14,2714,President,Other,NA,1399,10420,20190722
2016,Alaska,AK,District 15,2715,President,Hillary Clinton,democrat,1828,4982,20190722
2016,Alaska,AK,District 15,2715,President,Donald Trump,republican,2525,4982,20190722
2016,Alaska,AK,District 15,2715,President,Other,NA,629,4982,20190722
2016,Alaska,AK,District 16,2716,President,Hillary Clinton,democrat,3294,7436,20190722
2016,Alaska,AK,District 16,2716,President,Donald Trump,republican,3203,7436,20190722
2016,Alaska,AK,District 16,2716,President,Other,NA,939,7436,20190722
2016,Alaska,AK,District 17,2717,President,Hillary Clinton,democrat,3290,6788,20190722
2016,Alaska,AK,District 17,2717,President,Donald Trump,republican,2618,6788,20190722
2016,Alaska,AK,District 17,2717,President,Other,NA,880,6788,20190722
2016,Alaska,AK,District 18,2718,President,Hillary Clinton,democrat,3909,7402,20190722
2016,Alaska,AK,District 18,2718,President,Donald Trump,republican,2684,7402,20190722
2016,Alaska,AK,District 18,2718,President,Other,NA,809,7402,20190722
2016,Alaska,AK,District 19,2719,President,Hillary Clinton,democrat,2669,4792,20190722
2016,Alaska,AK,District 19,2719,President,Donald Trump,republican,1636,4792,20190722
2016,Alaska,AK,District 19,2719,President,Other,NA,487,4792,20190722
2016,Alaska,AK,District 20,2720,President,Hillary Clinton,democrat,4151,7140,20190722
2016,Alaska,AK,District 20,2720,President,Donald Trump,republican,2187,7140,20190722
2016,Alaska,AK,District 20,2720,President,Other,NA,802,7140,20190722
2016,Alaska,AK,District 21,2721,President,Hillary Clinton,democrat,4224,8647,20190722
2016,Alaska,AK,District 21,2721,President,Donald Trump,republican,3479,8647,20190722
2016,Alaska,AK,District 21,2721,President,Other,NA,944,8647,20190722
2016,Alaska,AK,District 22,2722,President,Hillary Clinton,democrat,3270,8372,20190722
2016,Alaska,AK,District 22,2722,President,Donald Trump,republican,4203,8372,20190722
2016,Alaska,AK,District 22,2722,President,Other,NA,899,8372,20190722
2016,Alaska,AK,District 23,2723,President,Hillary Clinton,democrat,2894,6924,20190722
2016,Alaska,AK,District 23,2723,President,Donald Trump,republican,3246,6924,20190722
2016,Alaska,AK,District 23,2723,President,Other,NA,784,6924,20190722
2016,Alaska,AK,District 24,2724,President,Hillary Clinton,democrat,3578,9080,20190722
2016,Alaska,AK,District 24,2724,President,Donald Trump,republican,4709,9080,20190722
2016,Alaska,AK,District 24,2724,President,Other,NA,793,9080,20190722
2016,Alaska,AK,District 25,2725,President,Hillary Clinton,democrat,3378,8127,20190722
2016,Alaska,AK,District 25,2725,President,Donald Trump,republican,3816,8127,20190722
2016,Alaska,AK,District 25,2725,President,Other,NA,933,8127,20190722
2016,Alaska,AK,District 26,2726,President,Hillary Clinton,democrat,3374,8905,20190722
2016,Alaska,AK,District 26,2726,President,Donald Trump,republican,4548,8905,20190722
2016,Alaska,AK,District 26,2726,President,Other,NA,983,8905,20190722
2016,Alaska,AK,District 27,2727,President,Hillary Clinton,democrat,3729,8783,20190722
2016,Alaska,AK,District 27,2727,President,Donald Trump,republican,4085,8783,20190722
2016,Alaska,AK,District 27,2727,President,Other,NA,969,8783,20190722
2016,Alaska,AK,District 28,2728,President,Hillary Clinton,democrat,4749,11427,20190722
2016,Alaska,AK,District 28,2728,President,Donald Trump,republican,5423,11427,20190722
2016,Alaska,AK,District 28,2728,President,Other,NA,1255,11427,20190722
2016,Alaska,AK,District 29,2729,President,Hillary Clinton,democrat,2101,9394,20190722
2016,Alaska,AK,District 29,2729,President,Donald Trump,republican,6347,9394,20190722
2016,Alaska,AK,District 29,2729,President,Other,NA,946,9394,20190722
2016,Alaska,AK,District 30,2730,President,Hillary Clinton,democrat,1816,8950,20190722
2016,Alaska,AK,District 30,2730,President,Donald Trump,republican,6194,8950,20190722
2016,Alaska,AK,District 30,2730,President,Other,NA,940,8950,20190722
2016,Alaska,AK,District 31,2731,President,Hillary Clinton,democrat,3466,10182,20190722
2016,Alaska,AK,District 31,2731,President,Donald Trump,republican,5617,10182,20190722
2016,Alaska,AK,District 31,2731,President,Other,NA,1099,10182,20190722
2016,Alaska,AK,District 32,2732,President,Hillary Clinton,democrat,2701,7472,20190722
2016,Alaska,AK,District 32,2732,President,Donald Trump,republican,3764,7472,20190722
2016,Alaska,AK,District 32,2732,President,Other,NA,1007,7472,20190722
2016,Alaska,AK,District 33,2733,President,Hillary Clinton,democrat,5978,9934,20190722
2016,Alaska,AK,District 33,2733,President,Donald Trump,republican,2732,9934,20190722
2016,Alaska,AK,District 33,2733,President,Other,NA,1224,9934,20190722
2016,Alaska,AK,District 34,2734,President,Hillary Clinton,democrat,4220,9431,20190722
2016,Alaska,AK,District 34,2734,President,Donald Trump,republican,3955,9431,20190722
2016,Alaska,AK,District 34,2734,President,Other,NA,1256,9431,20190722
2016,Alaska,AK,District 35,2735,President,Hillary Clinton,democrat,3749,9042,20190722
2016,Alaska,AK,District 35,2735,President,Donald Trump,republican,4105,9042,20190722
2016,Alaska,AK,District 35,2735,President,Other,NA,1188,9042,20190722
2016,Alaska,AK,District 36,2736,President,Hillary Clinton,democrat,2693,8264,20190722
2016,Alaska,AK,District 36,2736,President,Donald Trump,republican,4460,8264,20190722
2016,Alaska,AK,District 36,2736,President,Other,NA,1111,8264,20190722
2016,Alaska,AK,District 37,2737,President,Hillary Clinton,democrat,2421,5062,20190722
2016,Alaska,AK,District 37,2737,President,Donald Trump,republican,1938,5062,20190722
2016,Alaska,AK,District 37,2737,President,Other,NA,703,5062,20190722
2016,Alaska,AK,District 38,2738,President,Hillary Clinton,democrat,2758,5095,20190722
2016,Alaska,AK,District 38,2738,President,Donald Trump,republican,1143,5095,20190722
2016,Alaska,AK,District 38,2738,President,Other,NA,1194,5095,20190722
2016,Alaska,AK,District 39,2739,President,Hillary Clinton,democrat,3142,5639,20190722
2016,Alaska,AK,District 39,2739,President,Donald Trump,republican,1405,5639,20190722
2016,Alaska,AK,District 39,2739,President,Other,NA,1092,5639,20190722
2016,Alaska,AK,District 40,2740,President,Hillary Clinton,democrat,2338,4610,20190722
2016,Alaska,AK,District 40,2740,President,Donald Trump,republican,1377,4610,20190722
2016,Alaska,AK,District 40,2740,President,Other,NA,895,4610,20190722
2016,Arizona,AZ,Apache,4001,President,Hillary Clinton,democrat,17083,27661,20190722
2016,Arizona,AZ,Apache,4001,President,Donald Trump,republican,8240,27661,20190722
2016,Arizona,AZ,Apache,4001,President,Other,NA,2338,27661,20190722
2016,Arizona,AZ,Cochise,4003,President,Hillary Clinton,democrat,17450,50015,20190722
2016,Arizona,AZ,Cochise,4003,President,Donald Trump,republican,28092,50015,20190722
2016,Arizona,AZ,Cochise,4003,President,Other,NA,4473,50015,20190722
2016,Arizona,AZ,Coconino,4005,President,Hillary Clinton,democrat,32404,59784,20190722
2016,Arizona,AZ,Coconino,4005,President,Donald Trump,republican,21108,59784,20190722
2016,Arizona,AZ,Coconino,4005,President,Other,NA,6272,59784,20190722
2016,Arizona,AZ,Gila,4007,President,Hillary Clinton,democrat,7003,36697,20190722
2016,Arizona,AZ,Gila,4007,President,Donald Trump,republican,14182,36697,20190722
2016,Arizona,AZ,Gila,4007,President,Other,NA,1127,36697,20190722
2016,Arizona,AZ,Graham,4009,President,Hillary Clinton,democrat,3301,20306,20190722
2016,Arizona,AZ,Graham,4009,President,Donald Trump,republican,8025,20306,20190722
2016,Arizona,AZ,Graham,4009,President,Other,NA,808,20306,20190722
2016,Arizona,AZ,Greenlee,4011,President,Hillary Clinton,democrat,1092,5192,20190722
2016,Arizona,AZ,Greenlee,4011,President,Donald Trump,republican,1892,5192,20190722
2016,Arizona,AZ,Greenlee,4011,President,Other,NA,286,5192,20190722
2016,Arizona,AZ,La Paz,4012,President,Hillary Clinton,democrat,1575,5951,20190722
2016,Arizona,AZ,La Paz,4012,President,Donald Trump,republican,4003,5951,20190722
2016,Arizona,AZ,La Paz,4012,President,Other,NA,373,5951,20190722
2016,Arizona,AZ,Maricopa,4013,President,Hillary Clinton,democrat,702907,1567834,20190722
2016,Arizona,AZ,Maricopa,4013,President,Donald Trump,republican,747361,1567834,20190722
2016,Arizona,AZ,Maricopa,4013,President,Other,NA,117566,1567834,20190722
2016,Arizona,AZ,Mohave,4015,President,Hillary Clinton,democrat,17455,79943,20190722
2016,Arizona,AZ,Mohave,4015,President,Donald Trump,republican,58282,79943,20190722
